Well Name,Depth,Formation,RelPos,Marine,GR,ILD,DeltaPHI,PHIND,PE,Facies,LATITUDE,LONGITUDE,ILD_log10,Lithology,RHOB,Mineralogy,Siliciclastic
SHRIMPLIN,853.7448,A1 SH,0.617,1,69.3,2.7415741719278826,9.5,15.12,3.1,2.0,37.978076,-100.987305,0.438,siltstone,2279.3273480662983,siliciclastic,True
SHRIMPLIN,853.8972,A1 SH,0.596,1,63.54,2.618183008218985,8.8,15.19,3.0,2.0,37.978076,-100.987305,0.418,siltstone,2270.073245614035,siliciclastic,True
SHRIMPLIN,854.0496,A1 SH,0.574,1,63.87,2.517676927758856,7.2,15.39,2.9,2.0,37.978076,-100.987305,0.40100000000000013,siltstone,2247.494396551724,siliciclastic,True
SHRIMPLIN,854.202,A1 SH,0.553,1,58.32,2.4322040090738155,6.6,14.885,2.8,2.0,37.978076,-100.987305,0.386,siltstone,2258.258244111349,siliciclastic,True
SHRIMPLIN,854.3544,A1 SH,0.532,1,56.61,2.338837238659355,5.5,14.8,3.0,2.0,37.978076,-100.987305,0.369,siltstone,2249.747354497354,siliciclastic,True
SHRIMPLIN,854.5068,A1 SH,0.511,1,55.97,2.2490546058357808,6.1,14.46,3.0,2.0,37.978076,-100.987305,0.3519999999999999,siltstone,2267.1698083067095,siliciclastic,True
SHRIMPLIN,854.6592,A1 SH,0.489,1,63.67,2.2080047330189,6.0,14.745,3.0,2.0,37.978076,-100.987305,0.34400000000000003,siltstone,2256.728723404255,siliciclastic,True
SHRIMPLIN,854.8116,A1 SH,0.468,1,66.2,2.197859872784825,6.8,15.135,3.0,2.0,37.978076,-100.987305,0.342,siltstone,2251.982618025751,siliciclastic,True
SHRIMPLIN,854.964,A1 SH,0.447,1,61.27,2.218196419800219,6.1,15.48,3.0,2.0,37.978076,-100.987305,0.346,siltstone,2233.4956869009584,siliciclastic,True
SHRIMPLIN,855.1164,A1 SH,0.404,1,69.48,2.259435770220977,5.8,14.675,3.0,3.0,37.978076,-100.987305,0.35399999999999987,siltstone,2256.9647558386414,siliciclastic,True
SHRIMPLIN,855.2688,A1 SH,0.383,1,76.37,2.259435770220977,5.2,13.635,3.0,3.0,37.978076,-100.987305,0.35399999999999987,siltstone,2284.7297468354427,siliciclastic,True
SHRIMPLIN,855.4212,A1 SH,0.362,1,82.2,2.2284351492703034,7.4,15.055,3.0,2.0,37.978076,-100.987305,0.3479999999999999,siltstone,2260.698920086393,siliciclastic,True
SHRIMPLIN,855.5736,A1 SH,0.34,1,90.25,2.218196419800219,11.5,20.23,3.1,2.0,37.978076,-100.987305,0.346,siltstone,2119.628531073446,siliciclastic,True
SHRIMPLIN,855.726,A1 SH,0.319,1,94.38,2.280342072000418,14.2,24.015,3.0,2.0,37.978076,-100.987305,0.35800000000000004,siltstone,2002.4251748251747,siliciclastic,True
SHRIMPLIN,855.8784,A1 SH,0.298,1,87.44,2.38231946935869,13.9,23.58,3.1,2.0,37.978076,-100.987305,0.377,siltstone,2016.4604529616727,siliciclastic,True
SHRIMPLIN,856.0308,A1 SH,0.277,1,70.98,2.517676927758856,11.5,18.395,3.1,2.0,37.978076,-100.987305,0.40100000000000013,siltstone,2183.905367231638,siliciclastic,True
SHRIMPLIN,856.1832,A1 SH,0.255,1,64.72,2.747894153102397,10.3,13.815,3.1,2.0,37.978076,-100.987305,0.43900000000000006,siltstone,2332.208528428094,siliciclastic,True
SHRIMPLIN,856.3356,A1 SH,0.234,1,54.29,2.9512092266663856,9.9,9.44,3.2,3.0,37.978076,-100.987305,0.47,siltstone,2478.655327413984,siliciclastic,True
SHRIMPLIN,856.488,A1 SH,0.213,1,41.46,3.1117163371060177,11.1,5.255,3.4,3.0,37.978076,-100.987305,0.493,siltstone,2638.8047806524182,siliciclastic,True
SHRIMPLIN,856.6404,A1 SH,0.17,1,50.93,3.3419504002611427,12.1,5.265,4.6,3.0,37.978076,-100.987305,0.524,siltstone,2651.867406143345,siliciclastic,True
SHRIMPLIN,856.7928,A1 SH,0.149,1,72.79,3.491403154785861,11.3,11.76,4.1,3.0,37.978076,-100.987305,0.5429999999999999,siltstone,2414.146617812852,siliciclastic,True
SHRIMPLIN,856.9452,A1 SH,0.128,1,95.34,3.5892193464500526,14.1,17.665,3.5,3.0,37.978076,-100.987305,0.555,siltstone,2231.0470896391153,siliciclastic,True
SHRIMPLIN,857.0976,A1 SH,0.106,1,102.35,3.614098626396133,15.8,20.145,3.2,3.0,37.978076,-100.987305,0.558,siltstone,2153.2194774346794,siliciclastic,True
SHRIMPLIN,857.25,A1 SH,0.085,1,79.7,3.5399734108343472,15.5,18.07,3.2,3.0,37.978076,-100.987305,0.549,siltstone,2227.3269230769233,siliciclastic,True
SHRIMPLIN,857.4024000000001,A1 SH,0.064,1,66.69,3.3884415613920256,14.0,15.72,3.3,3.0,37.978076,-100.987305,0.53,siltstone,2300.348837209302,siliciclastic,True
SHRIMPLIN,857.5548,A1 SH,0.043,1,73.68,3.318944575526104,14.7,15.98,3.3,2.0,37.978076,-100.987305,0.521,siltstone,2297.0997069167643,siliciclastic,True
SHRIMPLIN,857.7072000000001,A1 SH,0.021,1,71.05,3.427677865464504,17.2,18.02,3.3,2.0,37.978076,-100.987305,0.535,siltstone,2241.9381642512076,siliciclastic,True
SHRIMPLIN,857.8596,A1 LM,1.0,2,57.02,4.246195639463129,11.6,12.09,3.5,8.0,37.978076,-100.987305,0.628,limestone,2405.8294117647056,carbonate,False
SHRIMPLIN,858.0120000000001,A1 LM,0.981,2,43.29,5.035006087879047,7.3,6.705,4.0,8.0,37.978076,-100.987305,0.702,limestone,2538.926699029126,carbonate,False
SHRIMPLIN,858.1644,A1 LM,0.963,2,36.06,5.780960474057181,5.7,4.595,5.0,8.0,37.978076,-100.987305,0.762,limestone,2587.294856839873,carbonate,False
SHRIMPLIN,858.3168000000001,A1 LM,0.944,2,46.0,6.652731562017413,5.1,4.62,5.5,8.0,37.978076,-100.987305,0.823,limestone,2578.1332455216016,carbonate,False
SHRIMPLIN,858.4692,A1 LM,0.926,2,60.3,8.222426499470712,4.6,5.01,5.6,6.0,37.978076,-100.987305,0.915,wackestone,2558.501257861635,carbonate,False
SHRIMPLIN,858.6216000000001,A1 LM,0.907,2,75.22,9.977000638225531,4.4,5.295,5.5,6.0,37.978076,-100.987305,0.9989999999999999,wackestone,2546.5002092050213,carbonate,False
SHRIMPLIN,858.774,A1 LM,0.889,2,87.19,11.091748152624008,4.7,5.32,5.4,6.0,37.978076,-100.987305,1.045,wackestone,2549.79648478489,carbonate,False
SHRIMPLIN,858.9264000000001,A1 LM,0.87,2,86.86,11.587773561551264,5.2,5.785,5.4,6.0,37.978076,-100.987305,1.064,wackestone,2541.42805907173,carbonate,False
SHRIMPLIN,859.0788,A1 LM,0.852,2,88.0,11.246049739669262,6.5,6.38,5.4,6.0,37.978076,-100.987305,1.051,wackestone,2539.220588235294,carbonate,False
SHRIMPLIN,859.2312000000001,A1 LM,0.833,2,75.47,10.42317429393304,7.8,7.215,5.5,6.0,37.978076,-100.987305,1.0179999999999998,wackestone,2528.3132321041217,carbonate,False
SHRIMPLIN,859.3836,A1 LM,0.796,2,59.36,9.375620069258805,10.0,8.925,4.9,6.0,37.978076,-100.987305,0.9720000000000001,wackestone,2497.583333333333,carbonate,False
SHRIMPLIN,859.5360000000001,A1 LM,0.778,2,55.57,8.953647655495937,8.6,9.355,4.5,6.0,37.978076,-100.987305,0.952,wackestone,2466.0078774617064,carbonate,False
SHRIMPLIN,859.6884,A1 LM,0.759,2,46.96,8.394599865193975,5.4,9.12,4.3,6.0,37.978076,-100.987305,0.924,wackestone,2434.8416490486256,carbonate,False
SHRIMPLIN,859.8408000000001,A1 LM,0.741,2,43.67,7.516228940182055,3.6,8.225,4.1,6.0,37.978076,-100.987305,0.876,wackestone,2441.303112033195,carbonate,False
SHRIMPLIN,859.9932,A1 LM,0.722,2,55.23,6.698846094165264,5.1,7.875,4.3,6.0,37.978076,-100.987305,0.826,wackestone,2471.805532139094,carbonate,False
SHRIMPLIN,860.1456000000001,A1 LM,0.704,2,61.24,5.984115950603197,9.7,8.575,4.3,6.0,37.978076,-100.987305,0.777,wackestone,2505.9701550387595,carbonate,False
SHRIMPLIN,860.298,A1 LM,0.685,2,54.46,5.345643593969716,12.8,10.66,4.4,6.0,37.978076,-100.987305,0.728,wackestone,2469.432110091743,carbonate,False
SHRIMPLIN,860.4504000000001,A1 LM,0.667,2,43.23,5.000345349769784,14.9,12.375,4.0,7.0,37.978076,-100.987305,0.699,dolomite,2430.156815511163,carbonate,False
SHRIMPLIN,860.6028,A1 LM,0.648,2,44.59,4.808393484497286,16.0,13.54,3.9,7.0,37.978076,-100.987305,0.682,dolomite,2398.309523809524,carbonate,False
SHRIMPLIN,860.7552000000001,A1 LM,0.63,2,47.48,4.742419852602447,16.5,12.89,3.7,4.0,37.978076,-100.987305,0.676,mudstone,2427.1991017964074,siliciclastic,True
SHRIMPLIN,860.9076,A1 LM,0.611,2,61.1,4.688133821452653,15.2,11.785,3.7,4.0,37.978076,-100.987305,0.671,mudstone,2454.780424528302,siliciclastic,True
SHRIMPLIN,861.0600000000001,A1 LM,0.574,2,64.82,4.786300923226384,9.1,8.97,4.5,4.0,37.978076,-100.987305,0.68,mudstone,2485.142409240924,siliciclastic,True
SHRIMPLIN,861.2124,A1 LM,0.556,2,55.77,5.1286138399136485,6.1,8.93,5.1,4.0,37.978076,-100.987305,0.71,mudstone,2449.7363684771035,siliciclastic,True
SHRIMPLIN,861.3648000000001,A1 LM,0.537,2,62.22,5.546257129579107,4.3,9.215,5.5,4.0,37.978076,-100.987305,0.744,mudstone,2418.14947753396,siliciclastic,True
SHRIMPLIN,861.5172,A1 LM,0.519,2,55.06,6.109420249055721,2.9,9.5,5.6,6.0,37.978076,-100.987305,0.786,wackestone,2391.654428424305,carbonate,False
SHRIMPLIN,861.6696000000001,A1 LM,0.5,2,71.02,6.902398038402419,3.1,8.89,5.4,6.0,37.978076,-100.987305,0.839,wackestone,2413.6433952528378,carbonate,False
SHRIMPLIN,861.822,A1 LM,0.481,2,91.37,7.603262769401819,3.9,8.06,5.3,6.0,37.978076,-100.987305,0.881,wackestone,2450.45,carbonate,False
SHRIMPLIN,861.9744000000001,A1 LM,0.463,2,115.42,8.147042840208396,5.2,6.875,5.3,6.0,37.978076,-100.987305,0.911,wackestone,2505.784599156118,carbonate,False
SHRIMPLIN,862.1268,A1 LM,0.444,2,115.7,8.709635899560805,5.9,6.085,5.2,6.0,37.978076,-100.987305,0.94,wackestone,2540.987725823592,carbonate,False
SHRIMPLIN,862.2792000000001,A1 LM,0.426,2,107.11,9.375620069258805,6.0,6.135,5.6,6.0,37.978076,-100.987305,0.9720000000000001,wackestone,2540.675531914894,carbonate,False
SHRIMPLIN,862.4316,A1 LM,0.407,2,93.82,10.18591388054117,5.8,6.64,5.6,6.0,37.978076,-100.987305,1.008,wackestone,2521.3861995753714,carbonate,False
SHRIMPLIN,862.5840000000001,A1 LM,0.37,2,61.63,11.508003889444357,3.6,6.865,6.1,6.0,37.978076,-100.987305,1.061,wackestone,2485.03755186722,carbonate,False
SHRIMPLIN,862.7364,A1 LM,0.352,2,45.98,11.91242008027375,3.6,6.25,6.2,6.0,37.978076,-100.987305,1.076,wackestone,2504.814522821577,carbonate,False
SHRIMPLIN,862.8888000000001,A1 LM,0.333,2,32.76,11.776059735208072,3.0,6.225,5.8,6.0,37.978076,-100.987305,1.071,wackestone,2497.556701030928,carbonate,False
SHRIMPLIN,863.0412,A1 LM,0.315,2,37.82,11.42878334789772,3.6,6.19,5.7,6.0,37.978076,-100.987305,1.058,wackestone,2506.7439834024894,carbonate,False
SHRIMPLIN,863.1936000000001,A1 LM,0.296,2,40.73,10.914403364487566,2.3,6.375,5.5,6.0,37.978076,-100.987305,1.038,wackestone,2483.372620266121,carbonate,False
SHRIMPLIN,863.346,A1 LM,0.278,2,33.42,10.115794542598982,2.2,6.61,5.4,6.0,37.978076,-100.987305,1.005,wackestone,2474.580572597137,carbonate,False
SHRIMPLIN,863.4984000000001,A1 LM,0.259,2,32.08,9.289663867799362,2.2,7.355,5.3,6.0,37.978076,-100.987305,0.968,wackestone,2450.966053169734,carbonate,False
SHRIMPLIN,863.6508,A1 LM,0.241,2,33.82,8.770008211436346,2.1,8.33,4.9,6.0,37.978076,-100.987305,0.943,wackestone,2418.7808478038814,carbonate,False
SHRIMPLIN,863.8032000000001,A1 LM,0.222,2,45.57,8.394599865193975,1.1,8.84,4.7,6.0,37.978076,-100.987305,0.924,wackestone,2389.962032355915,carbonate,False
SHRIMPLIN,863.9556,A1 LM,0.204,2,53.95,7.943282347242816,1.9,8.125,4.6,6.0,37.978076,-100.987305,0.9,wackestone,2422.6966870540264,carbonate,False
SHRIMPLIN,864.1080000000001,A1 LM,0.185,2,59.42,7.498942093324558,4.3,7.845,4.6,6.0,37.978076,-100.987305,0.875,wackestone,2462.5277429467083,carbonate,False
SHRIMPLIN,864.2604,A1 LM,0.167,2,68.43,7.144963260755133,8.3,8.665,4.8,6.0,37.978076,-100.987305,0.854,wackestone,2485.721973827699,carbonate,False
SHRIMPLIN,864.4128000000001,A1 LM,0.148,2,75.88,7.06317554262962,11.0,10.04,4.6,6.0,37.978076,-100.987305,0.849,wackestone,2470.7921348314608,carbonate,False
SHRIMPLIN,864.5652,A1 LM,0.13,2,77.75,7.3113908348341745,11.3,10.85,4.7,6.0,37.978076,-100.987305,0.864,wackestone,2445.9504509582866,carbonate,False
SHRIMPLIN,864.7176000000001,A1 LM,0.111,2,80.93,8.072350302488383,9.6,9.815,4.6,6.0,37.978076,-100.987305,0.907,wackestone,2462.2236725663715,carbonate,False
SHRIMPLIN,864.87,A1 LM,0.093,2,72.92,8.550667128846834,7.3,7.475,4.7,6.0,37.978076,-100.987305,0.932,wackestone,2513.1769687162887,carbonate,False
SHRIMPLIN,865.0224000000001,A1 LM,0.074,2,65.59,8.31763771102671,5.7,5.265,5.0,6.0,37.978076,-100.987305,0.92,wackestone,2565.269406150583,carbonate,False
SHRIMPLIN,865.1748,A1 LM,0.056,2,64.71,7.691304402866097,3.6,4.045,5.4,6.0,37.978076,-100.987305,0.886,wackestone,2575.7221991701244,carbonate,False
SHRIMPLIN,865.3272000000001,A1 LM,0.037,2,60.79,6.745280276979219,2.9,4.36,5.5,6.0,37.978076,-100.987305,0.829,wackestone,2555.7532955715756,carbonate,False
SHRIMPLIN,865.4796,A1 LM,0.019,2,78.55,5.675446054085471,2.0,9.795,5.7,6.0,37.978076,-100.987305,0.754,wackestone,2371.1581632653065,carbonate,False
SHRIMPLIN,865.6320000000001,B1 SH,1.0,1,107.77,5.1641636927207095,1.8,19.545,4.0,3.0,37.978076,-100.987305,0.713,siltstone,2060.8989816700614,siliciclastic,True
SHRIMPLIN,865.7844,B1 SH,0.974,1,110.87,4.852885001621211,6.0,26.65,3.3,3.0,37.978076,-100.987305,0.686,siltstone,1864.1170212765956,siliciclastic,True
SHRIMPLIN,865.9368000000001,B1 SH,0.949,1,106.33,4.623810213992603,8.6,26.94,2.8,3.0,37.978076,-100.987305,0.665,siltstone,1869.5800875273521,siliciclastic,True
SHRIMPLIN,866.0892,B1 SH,0.923,1,87.85,4.36515832240166,9.6,21.77,2.7,3.0,37.978076,-100.987305,0.64,siltstone,2052.262389380531,siliciclastic,True
SHRIMPLIN,866.2416000000001,B1 SH,0.897,1,80.96,3.99024902362142,9.0,15.99,2.9,3.0,37.978076,-100.987305,0.6009999999999999,siltstone,2244.785714285714,siliciclastic,True
SHRIMPLIN,866.394,B1 SH,0.872,1,66.94,3.698281797802662,11.2,12.565,3.5,2.0,37.978076,-100.987305,0.568,siltstone,2384.9569819819817,siliciclastic,True
SHRIMPLIN,866.5464000000001,B1 SH,0.846,1,61.48,3.639150361272072,12.0,11.69,4.2,2.0,37.978076,-100.987305,0.5610000000000002,siltstone,2424.193181818182,siliciclastic,True
SHRIMPLIN,866.6988,B1 SH,0.821,1,58.26,3.698281797802662,12.4,12.285,4.2,2.0,37.978076,-100.987305,0.568,siltstone,2407.4568493150687,siliciclastic,True
SHRIMPLIN,866.8512000000001,B1 SH,0.795,1,51.31,3.845917820453536,12.7,11.735,3.9,2.0,37.978076,-100.987305,0.585,siltstone,2430.143241695304,siliciclastic,True
SHRIMPLIN,867.0036,B1 SH,0.769,1,67.92,3.8282474331682255,13.2,11.73,3.9,2.0,37.978076,-100.987305,0.5829999999999999,siltstone,2435.671428571429,siliciclastic,True
SHRIMPLIN,867.1560000000001,B1 SH,0.744,1,67.77,3.681289736425314,14.1,12.475,3.9,2.0,37.978076,-100.987305,0.566,siltstone,2418.346274738067,siliciclastic,True
SHRIMPLIN,867.3084,B1 SH,0.718,1,67.73,3.491403154785861,14.4,13.095,3.8,2.0,37.978076,-100.987305,0.5429999999999999,siltstone,2398.965186915888,siliciclastic,True
SHRIMPLIN,867.4608000000001,B1 SH,0.692,1,68.85,3.2809529311311905,12.1,13.35,3.7,2.0,37.978076,-100.987305,0.516,siltstone,2366.730887372013,siliciclastic,True
SHRIMPLIN,867.6132,B1 SH,0.667,1,73.2,3.1332857243155856,9.7,15.12,3.6,2.0,37.978076,-100.987305,0.496,siltstone,2281.2802325581397,siliciclastic,True
SHRIMPLIN,867.7656000000001,B1 SH,0.641,1,84.46,3.061963433690677,6.1,20.48,3.6,3.0,37.978076,-100.987305,0.486,siltstone,2068.426464323749,siliciclastic,True
SHRIMPLIN,867.918,B1 SH,0.615,1,96.96,3.040885025676279,7.0,23.225,3.4,3.0,37.978076,-100.987305,0.483,siltstone,1984.3333333333335,siliciclastic,True
SHRIMPLIN,868.0704000000001,B1 SH,0.59,1,95.54,3.061963433690677,9.4,21.305,3.5,3.0,37.978076,-100.987305,0.486,siltstone,2066.720971302428,siliciclastic,True
SHRIMPLIN,868.2228,B1 SH,0.564,1,88.67,3.1117163371060177,13.2,17.235,3.4,3.0,37.978076,-100.987305,0.493,siltstone,2239.0642857142857,siliciclastic,True
SHRIMPLIN,868.3752000000001,B1 SH,0.538,1,88.54,3.169567463043491,13.1,16.71,3.5,3.0,37.978076,-100.987305,0.501,siltstone,2256.9510356731876,siliciclastic,True
SHRIMPLIN,868.5276,B1 SH,0.513,1,92.22,3.169567463043491,11.2,18.675,3.5,3.0,37.978076,-100.987305,0.501,siltstone,2171.6574324324324,siliciclastic,True
SHRIMPLIN,868.6800000000001,B1 SH,0.487,1,89.67,3.0974192992165803,4.9,20.405,3.3,2.0,37.978076,-100.987305,0.491,siltstone,2060.8027865404833,siliciclastic,True
SHRIMPLIN,868.8324,B1 SH,0.462,1,91.17,2.9512092266663856,2.2,20.3,3.1,2.0,37.978076,-100.987305,0.47,siltstone,2040.6439672801637,siliciclastic,True
SHRIMPLIN,868.9848000000001,B1 SH,0.436,1,83.62,2.7227013080779123,5.1,17.16,2.8,2.0,37.978076,-100.987305,0.435,siltstone,2168.5020547945205,siliciclastic,True
SHRIMPLIN,869.1372,B1 SH,0.41,1,85.0,2.517676927758856,8.3,15.87,2.8,2.0,37.978076,-100.987305,0.40100000000000013,siltstone,2242.1505452562706,siliciclastic,True
SHRIMPLIN,869.2896000000001,B1 SH,0.385,1,77.7,2.3496328208483077,7.5,16.85,2.9,2.0,37.978076,-100.987305,0.3710000000000001,siltstone,2201.5472972972975,siliciclastic,True
SHRIMPLIN,869.442,B1 SH,0.359,1,74.29,2.1577444091526665,6.1,17.3,2.9,2.0,37.978076,-100.987305,0.334,siltstone,2173.410489882854,siliciclastic,True
SHRIMPLIN,869.5944000000001,B1 SH,0.333,1,70.21,2.027682719521282,5.4,17.57,2.9,2.0,37.978076,-100.987305,0.307,siltstone,2157.9389006342494,siliciclastic,True
SHRIMPLIN,869.7468,B1 SH,0.308,1,76.38,1.981527025805098,4.7,17.195,3.0,2.0,37.978076,-100.987305,0.29699999999999993,siltstone,2163.516316894019,siliciclastic,True
SHRIMPLIN,869.8992000000001,B1 SH,0.282,1,76.28,1.999861869632744,4.4,16.415,3.0,2.0,37.978076,-100.987305,0.301,siltstone,2185.914435146444,siliciclastic,True
SHRIMPLIN,870.0516,B1 SH,0.256,1,69.04,2.06062991327,4.1,14.19,3.2,2.0,37.978076,-100.987305,0.31399999999999995,siltstone,2254.853441084463,siliciclastic,True
SHRIMPLIN,870.2040000000001,B1 SH,0.231,1,78.11,2.177709772353159,5.8,13.25,3.4,2.0,37.978076,-100.987305,0.338,siltstone,2303.8596602972398,siliciclastic,True
SHRIMPLIN,870.3564,B1 SH,0.205,1,84.18,2.38231946935869,6.8,15.72,3.8,3.0,37.978076,-100.987305,0.377,siltstone,2232.5244635193135,siliciclastic,True
SHRIMPLIN,870.5088000000001,B1 SH,0.179,1,85.85,2.679168324819032,6.6,20.045,3.5,3.0,37.978076,-100.987305,0.428,siltstone,2086.9948608137042,siliciclastic,True
SHRIMPLIN,870.6612,B1 SH,0.154,1,89.6,2.9512092266663856,4.4,20.455,3.3,3.0,37.978076,-100.987305,0.47,siltstone,2054.910251046025,siliciclastic,True
SHRIMPLIN,870.8136000000001,B1 SH,0.128,1,80.61,3.2284941217126355,3.6,16.78,3.1,3.0,37.978076,-100.987305,0.509,siltstone,2166.1941908713693,siliciclastic,True
SHRIMPLIN,870.966,B1 SH,0.103,1,79.36,3.45939377826122,7.5,11.78,3.3,3.0,37.978076,-100.987305,0.539,siltstone,2371.4608108108105,siliciclastic,True
SHRIMPLIN,871.1184000000001,B1 SH,0.077,1,83.05,3.53183169791957,8.1,14.545,3.7,3.0,37.978076,-100.987305,0.548,siltstone,2284.9134385201305,siliciclastic,True
SHRIMPLIN,871.2708,B1 SH,0.051,1,95.0,3.5974933515574232,9.2,23.83,3.6,3.0,37.978076,-100.987305,0.556,siltstone,1979.0207048458149,siliciclastic,True
SHRIMPLIN,871.4232000000001,B1 LM,1.0,2,85.04,4.255984131337431,6.4,26.67,3.1,5.0,37.978076,-100.987305,0.629,mudstone,1865.898717948718,siliciclastic,True
SHRIMPLIN,871.5756,B1 LM,0.944,2,46.18,4.65586093522959,4.3,16.61,3.1,5.0,37.978076,-100.987305,0.668,mudstone,2178.6040229885057,siliciclastic,True
SHRIMPLIN,871.7280000000001,B1 LM,0.889,2,34.53,5.046612975635283,4.9,8.22,3.5,5.0,37.978076,-100.987305,0.703,mudstone,2458.00047318612,siliciclastic,True
SHRIMPLIN,871.8804,B1 LM,0.833,2,35.19,5.546257129579107,7.9,4.71,4.6,5.0,37.978076,-100.987305,0.744,mudstone,2613.9157980456025,siliciclastic,True
SHRIMPLIN,872.0328000000001,B1 LM,0.778,2,27.85,6.353309318517438,7.8,4.24,4.8,8.0,37.978076,-100.987305,0.803,limestone,2628.3403470715834,carbonate,False
SHRIMPLIN,872.1852,B1 LM,0.722,2,23.48,8.1846478813479,6.0,4.22,4.7,8.0,37.978076,-100.987305,0.913,limestone,2603.829787234042,carbonate,False
SHRIMPLIN,872.3376000000001,B1 LM,0.667,2,20.42,10.739894123412446,5.0,3.785,4.6,8.0,37.978076,-100.987305,1.031,limestone,2603.9894736842107,carbonate,False
SHRIMPLIN,872.49,B1 LM,0.611,2,20.55,14.028137045619582,4.1,3.145,5.1,8.0,37.978076,-100.987305,1.147,limestone,2611.886809176225,carbonate,False
SHRIMPLIN,872.6424000000001,B1 LM,0.556,2,19.99,19.5884467350599,4.7,2.195,5.4,8.0,37.978076,-100.987305,1.292,limestone,2651.4491605456456,carbonate,False
SHRIMPLIN,872.7948,B1 LM,0.5,2,21.18,25.40972705549305,5.2,1.59,5.9,8.0,37.978076,-100.987305,1.405,limestone,2678.6063291139244,carbonate,False
SHRIMPLIN,872.9472000000001,B1 LM,0.444,2,18.63,28.31391995799379,4.7,1.755,6.1,8.0,37.978076,-100.987305,1.452,limestone,2665.7618572927595,carbonate,False
SHRIMPLIN,873.0996,B1 LM,0.389,2,29.41,29.174270140011675,4.2,2.36,6.0,6.0,37.978076,-100.987305,1.465,wackestone,2638.732567849687,carbonate,False
SHRIMPLIN,873.2520000000001,B1 LM,0.333,2,43.09,30.19951720402016,3.1,3.11,5.8,6.0,37.978076,-100.987305,1.48,wackestone,2598.5556759545925,carbonate,False
SHRIMPLIN,873.4044,B1 LM,0.278,2,48.95,30.13006024186122,4.2,2.95,5.6,6.0,37.978076,-100.987305,1.479,wackestone,2619.6407098121085,carbonate,False
SHRIMPLIN,873.5568000000001,B1 LM,0.222,2,45.84,27.352687263067125,4.1,3.03,5.6,6.0,37.978076,-100.987305,1.437,wackestone,2615.6042231491137,carbonate,False
